ID,PIN,EMAIL,TIPO
2351,'cliente699','cliente699@example.com',1
2352,'cliente700','cliente700@example.com',1
2353,'cliente701','cliente701@example.com',1
2354,'empresa132','empresa132@example.com',2
2355,'cliente703','cliente703@example.com',1
2356,'cliente704','cliente704@example.com',1
2357,'cliente705','cliente705@example.com',1
2358,'cliente706','cliente706@example.com',1
2359,'cliente707','cliente707@example.com',1
2360,'empresa133','empresa133@example.com',2
2361,'empresa134','empresa134@example.com',2
2362,'cliente710','cliente710@example.com',1
2363,'cliente711','cliente711@example.com',1
2364,'cliente712','cliente712@example.com',1
2365,'cliente713','cliente713@example.com',1
2366,'cliente714','cliente714@example.com',1
2367,'empresa135','empresa135@example.com',2
2368,'cliente716','cliente716@example.com',1
2369,'cliente717','cliente717@example.com',1
2370,'cliente718','cliente718@example.com',1
2371,'cliente719','cliente719@example.com',1
2372,'cliente720','cliente720@example.com',1
2373,'cliente721','cliente721@example.com',1
2374,'cliente722','cliente722@example.com',1
2375,'cliente723','cliente723@example.com',1
2376,'cliente724','cliente724@example.com',1
2377,'cliente725','cliente725@example.com',1
2378,'empresa136','empresa136@example.com',2
2379,'empresa137','empresa137@example.com',2
2380,'cliente728','cliente728@example.com',1
2381,'cliente729','cliente729@example.com',1
2382,'cliente730','cliente730@example.com',1
2383,'cliente731','cliente731@example.com',1
2384,'empresa138','empresa138@example.com',2
2385,'cliente733','cliente733@example.com',1
2386,'cliente734','cliente734@example.com',1
2387,'cliente735','cliente735@example.com',1
2388,'cliente736','cliente736@example.com',1
2389,'empresa139','empresa139@example.com',2
2390,'cliente738','cliente738@example.com',1
2391,'cliente739','cliente739@example.com',1
2392,'cliente740','cliente740@example.com',1
2393,'cliente741','cliente741@example.com',1
2394,'cliente742','cliente742@example.com',1
2395,'cliente743','cliente743@example.com',1
2396,'cliente744','cliente744@example.com',1
2397,'empresa140','empresa140@example.com',2
2398,'cliente746','cliente746@example.com',1
2399,'cliente747','cliente747@example.com',1
2400,'cliente748','cliente748@example.com',1
2401,'cliente749','cliente749@example.com',1
2402,'cliente750','cliente750@example.com',1
2403,'empresa141','empresa141@example.com',2
2404,'cliente752','cliente752@example.com',1
2405,'cliente753','cliente753@example.com',1
2406,'cliente754','cliente754@example.com',1
2407,'empresa142','empresa142@example.com',2
2408,'cliente756','cliente756@example.com',1
2409,'cliente757','cliente757@example.com',1
2410,'cliente758','cliente758@example.com',1
2411,'empresa143','empresa143@example.com',2
2412,'cliente760','cliente760@example.com',1
2413,'cliente761','cliente761@example.com',1
2414,'cliente762','cliente762@example.com',1
2415,'cliente763','cliente763@example.com',1
2416,'cliente764','cliente764@example.com',1
2417,'cliente765','cliente765@example.com',1
2418,'cliente766','cliente766@example.com',1
2419,'cliente767','cliente767@example.com',1
2420,'cliente768','cliente768@example.com',1
2421,'empresa144','empresa144@example.com',2
2422,'empresa145','empresa145@example.com',2
2423,'cliente771','cliente771@example.com',1
2424,'cliente772','cliente772@example.com',1
2425,'cliente773','cliente773@example.com',1
2426,'cliente774','cliente774@example.com',1
2427,'empresa146','empresa146@example.com',2
2428,'cliente776','cliente776@example.com',1
2429,'cliente777','cliente777@example.com',1
2430,'cliente778','cliente778@example.com',1
2431,'cliente779','cliente779@example.com',1
2432,'cliente780','cliente780@example.com',1
2433,'cliente781','cliente781@example.com',1
2434,'empresa147','empresa147@example.com',2
2435,'cliente783','cliente783@example.com',1
2436,'cliente784','cliente784@example.com',1
2437,'empresa148','empresa148@example.com',2
2438,'cliente786','cliente786@example.com',1
2439,'cliente787','cliente787@example.com',1
2440,'cliente788','cliente788@example.com',1
2441,'cliente789','cliente789@example.com',1
2442,'cliente790','cliente790@example.com',1
2443,'cliente791','cliente791@example.com',1
2444,'empresa149','empresa149@example.com',2
2445,'cliente793','cliente793@example.com',1
2446,'cliente794','cliente794@example.com',1
2447,'cliente795','cliente795@example.com',1
2448,'empresa150','empresa150@example.com',2
2449,'cliente797','cliente797@example.com',1
2450,'cliente798','cliente798@example.com',1
2451,'cliente799','cliente799@example.com',1
2452,'cliente800','cliente800@example.com',1
2453,'cliente801','cliente801@example.com',1
2454,'cliente802','cliente802@example.com',1
2455,'empresa151','empresa151@example.com',2
2456,'cliente804','cliente804@example.com',1
2457,'empresa152','empresa152@example.com',2
2458,'cliente806','cliente806@example.com',1
2459,'cliente807','cliente807@example.com',1
2460,'cliente808','cliente808@example.com',1
2461,'cliente809','cliente809@example.com',1
2462,'cliente810','cliente810@example.com',1
2463,'cliente811','cliente811@example.com',1
2464,'cliente812','cliente812@example.com',1
2465,'cliente813','cliente813@example.com',1
2466,'empresa153','empresa153@example.com',2
2467,'cliente815','cliente815@example.com',1
2468,'cliente816','cliente816@example.com',1
2469,'cliente817','cliente817@example.com',1
2470,'empresa154','empresa154@example.com',2
2471,'cliente819','cliente819@example.com',1
2472,'cliente820','cliente820@example.com',1
2473,'cliente821','cliente821@example.com',1
2474,'cliente822','cliente822@example.com',1
2475,'cliente823','cliente823@example.com',1
2476,'cliente824','cliente824@example.com',1
2477,'cliente825','cliente825@example.com',1
2478,'empresa155','empresa155@example.com',2
2479,'cliente827','cliente827@example.com',1
2480,'cliente828','cliente828@example.com',1
2481,'cliente829','cliente829@example.com',1
2482,'cliente830','cliente830@example.com',1
2483,'cliente831','cliente831@example.com',1
2484,'cliente832','cliente832@example.com',1
2485,'cliente833','cliente833@example.com',1
2486,'cliente834','cliente834@example.com',1
2487,'cliente835','cliente835@example.com',1
2488,'cliente836','cliente836@example.com',1
2489,'cliente837','cliente837@example.com',1
2490,'empresa156','empresa156@example.com',2
2491,'cliente839','cliente839@example.com',1
2492,'cliente840','cliente840@example.com',1
2493,'empresa157','empresa157@example.com',2
2494,'cliente842','cliente842@example.com',1
2495,'cliente843','cliente843@example.com',1
2496,'cliente844','cliente844@example.com',1
2497,'cliente845','cliente845@example.com',1
2498,'cliente846','cliente846@example.com',1
2499,'cliente847','cliente847@example.com',1
2500,'empresa158','empresa158@example.com',2
2501,'cliente849','cliente849@example.com',1
2502,'cliente850','cliente850@example.com',1
2503,'cliente851','cliente851@example.com',1
2504,'cliente852','cliente852@example.com',1
2505,'cliente853','cliente853@example.com',1
2506,'cliente854','cliente854@example.com',1
2507,'cliente855','cliente855@example.com',1
2508,'empresa159','empresa159@example.com',2
2509,'cliente857','cliente857@example.com',1
2510,'cliente858','cliente858@example.com',1
2511,'cliente859','cliente859@example.com',1
2512,'cliente860','cliente860@example.com',1
2513,'cliente861','cliente861@example.com',1
2514,'cliente862','cliente862@example.com',1
2515,'cliente863','cliente863@example.com',1
2516,'cliente864','cliente864@example.com',1
2517,'cliente865','cliente865@example.com',1
2518,'empresa160','empresa160@example.com',2
2519,'empresa161','empresa161@example.com',2
2520,'cliente868','cliente868@example.com',1
2521,'cliente869','cliente869@example.com',1
2522,'empresa162','empresa162@example.com',2
2523,'cliente871','cliente871@example.com',1
2524,'cliente872','cliente872@example.com',1
2525,'cliente873','cliente873@example.com',1
2526,'cliente874','cliente874@example.com',1
2527,'empresa163','empresa163@example.com',2
2528,'cliente876','cliente876@example.com',1
2529,'cliente877','cliente877@example.com',1
2530,'cliente878','cliente878@example.com',1
2531,'cliente879','cliente879@example.com',1
2532,'cliente880','cliente880@example.com',1
2533,'empresa164','empresa164@example.com',2
2534,'cliente882','cliente882@example.com',1
2535,'cliente883','cliente883@example.com',1
2536,'cliente884','cliente884@example.com',1
2537,'cliente885','cliente885@example.com',1
2538,'cliente886','cliente886@example.com',1
2539,'cliente887','cliente887@example.com',1
2540,'empresa165','empresa165@example.com',2
2541,'cliente889','cliente889@example.com',1
2542,'empresa166','empresa166@example.com',2
2543,'empresa167','empresa167@example.com',2
2544,'cliente892','cliente892@example.com',1
2545,'empresa168','empresa168@example.com',2
2546,'cliente894','cliente894@example.com',1
2547,'cliente895','cliente895@example.com',1
2548,'cliente896','cliente896@example.com',1
2549,'cliente897','cliente897@example.com',1
2550,'empresa169','empresa169@example.com',2
2551,'empresa170','empresa170@example.com',2
2552,'cliente900','cliente900@example.com',1
2553,'cliente901','cliente901@example.com',1
2554,'cliente902','cliente902@example.com',1
2555,'cliente903','cliente903@example.com',1
2556,'cliente904','cliente904@example.com',1
2557,'cliente905','cliente905@example.com',1
2558,'empresa171','empresa171@example.com',2
2559,'empresa172','empresa172@example.com',2
2560,'cliente908','cliente908@example.com',1
2561,'cliente909','cliente909@example.com',1
2562,'cliente910','cliente910@example.com',1
2563,'cliente911','cliente911@example.com',1
2564,'cliente912','cliente912@example.com',1
2565,'cliente913','cliente913@example.com',1
2566,'cliente914','cliente914@example.com',1
2567,'empresa173','empresa173@example.com',2
2568,'empresa174','empresa174@example.com',2
2569,'cliente917','cliente917@example.com',1
2570,'cliente918','cliente918@example.com',1
2571,'cliente919','cliente919@example.com',1
2572,'cliente920','cliente920@example.com',1
2573,'cliente921','cliente921@example.com',1
2574,'cliente922','cliente922@example.com',1
2575,'cliente923','cliente923@example.com',1
2576,'cliente924','cliente924@example.com',1
2577,'cliente925','cliente925@example.com',1
2578,'cliente926','cliente926@example.com',1
2579,'empresa175','empresa175@example.com',2
2580,'cliente928','cliente928@example.com',1
2581,'cliente929','cliente929@example.com',1
2582,'cliente930','cliente930@example.com',1
2583,'cliente931','cliente931@example.com',1
2584,'cliente932','cliente932@example.com',1
2585,'cliente933','cliente933@example.com',1
2586,'cliente934','cliente934@example.com',1
2587,'empresa176','empresa176@example.com',2
2588,'empresa177','empresa177@example.com',2
2589,'empresa178','empresa178@example.com',2
2590,'cliente938','cliente938@example.com',1
2591,'cliente939','cliente939@example.com',1
2592,'cliente940','cliente940@example.com',1
2593,'cliente941','cliente941@example.com',1
2594,'cliente942','cliente942@example.com',1
2595,'empresa179','empresa179@example.com',2
2596,'empresa180','empresa180@example.com',2
2597,'cliente945','cliente945@example.com',1
2598,'cliente946','cliente946@example.com',1
2599,'cliente947','cliente947@example.com',1
2600,'empresa181','empresa181@example.com',2
2601,'cliente949','cliente949@example.com',1
2602,'empresa182','empresa182@example.com',2
2603,'cliente951','cliente951@example.com',1
2604,'cliente952','cliente952@example.com',1
2605,'cliente953','cliente953@example.com',1
2606,'cliente954','cliente954@example.com',1
2607,'cliente955','cliente955@example.com',1
2608,'cliente956','cliente956@example.com',1
2609,'cliente957','cliente957@example.com',1
2610,'empresa183','empresa183@example.com',2
2611,'cliente959','cliente959@example.com',1
2612,'cliente960','cliente960@example.com',1
2613,'cliente961','cliente961@example.com',1
2614,'cliente962','cliente962@example.com',1
2615,'cliente963','cliente963@example.com',1
2616,'cliente964','cliente964@example.com',1
2617,'cliente965','cliente965@example.com',1
2618,'cliente966','cliente966@example.com',1
2619,'cliente967','cliente967@example.com',1
2620,'cliente968','cliente968@example.com',1
2621,'cliente969','cliente969@example.com',1
2622,'cliente970','cliente970@example.com',1
2623,'cliente971','cliente971@example.com',1
2624,'cliente972','cliente972@example.com',1
2625,'cliente973','cliente973@example.com',1
2626,'cliente974','cliente974@example.com',1
2627,'cliente975','cliente975@example.com',1
2628,'cliente976','cliente976@example.com',1
2629,'cliente977','cliente977@example.com',1
2630,'cliente978','cliente978@example.com',1
2631,'empresa184','empresa184@example.com',2
2632,'cliente980','cliente980@example.com',1
2633,'cliente981','cliente981@example.com',1
2634,'cliente982','cliente982@example.com',1
2635,'cliente983','cliente983@example.com',1
2636,'cliente984','cliente984@example.com',1
2637,'cliente985','cliente985@example.com',1
2638,'empresa185','empresa185@example.com',2
2639,'cliente987','cliente987@example.com',1
2640,'empresa186','empresa186@example.com',2
2641,'cliente989','cliente989@example.com',1
2642,'empresa187','empresa187@example.com',2
2643,'cliente991','cliente991@example.com',1
2644,'empresa188','empresa188@example.com',2
2645,'cliente993','cliente993@example.com',1
2646,'cliente994','cliente994@example.com',1
2647,'cliente995','cliente995@example.com',1
2648,'cliente996','cliente996@example.com',1
2649,'cliente997','cliente997@example.com',1
2650,'cliente998','cliente998@example.com',1
2651,'empresa189','empresa189@example.com',2
2652,'empresa190','empresa190@example.com',2
2653,'cliente1001','cliente1001@example.com',1
2654,'empresa191','empresa191@example.com',2
2655,'empresa192','empresa192@example.com',2
2656,'cliente1004','cliente1004@example.com',1
2657,'cliente1005','cliente1005@example.com',1
2658,'cliente1006','cliente1006@example.com',1
2659,'cliente1007','cliente1007@example.com',1
2660,'cliente1008','cliente1008@example.com',1
2661,'cliente1009','cliente1009@example.com',1
